Date,Return,Stock,Sentiment_Score
2016-01-05,-0.0250592285977796,AAPL,0.7595326699241886
2016-01-06,-0.0195694255233942,AAPL,0.7695541276993297
2016-01-07,-0.0422047934952596,AAPL,0.7019787304671146
2016-01-08,0.0052880125562,AAPL,0.290288410646993
2016-01-11,0.0161921226867354,AAPL,0.4976643897812595
2016-01-12,0.0145132357187931,AAPL,0.5250052170072075
2016-01-13,-0.0257100115942462,AAPL,0.5372287673575958
2016-01-14,0.021870243750252,AAPL,0.2961930652746405
2016-01-15,-0.0240149793100947,AAPL,0.9087806504607228
2016-01-19,-0.0048387028176132,AAPL,0.070189347315807
2016-01-20,0.001344925861616,AAPL,0.2491004135742253
2016-01-21,-0.0050626545197102,AAPL,0.2129683648570224
2016-01-22,0.0531672569139827,AAPL,0.1363504231232214
2016-01-25,-0.0195228198487072,AAPL,0.5584221979597954
2016-01-26,0.0055310424767514,AAPL,0.5112620605058088
2016-01-27,-0.065706500078455,AAPL,0.7064883019530236
2016-01-28,0.0071717328141023,AAPL,0.5663413048291467
2016-01-29,0.0345413644617602,AAPL,0.7367532946877505
2016-02-01,-0.0093488014694648,AAPL,0.5481472629968644
2016-02-02,-0.0202219245602673,AAPL,0.7729531509385129
2016-02-03,0.0197928352351068,AAPL,0.7417288889875955
2016-02-04,0.0080347060802579,AAPL,0.9719091017348004
2016-02-05,-0.0267079963577556,AAPL,0.9391323108761972
2016-02-08,0.0105299498318152,AAPL,0.0148573153040014
2016-02-09,-0.000210842121437,AAPL,0.7233457386646422
2016-02-10,-0.0075798235296815,AAPL,0.1245018413778018
2016-02-11,-0.0060461657227927,AAPL,0.2724870034742372
2016-02-12,0.0030948972050079,AAPL,0.6523008707595218
2016-02-16,0.0281947527131287,AAPL,0.0558707751129423
2016-02-17,0.0153145144811626,AAPL,0.8594708645483866
2016-02-18,-0.0189563913524308,AAPL,0.9607819857052056
2016-02-19,-0.0022856618210066,AAPL,0.5673741482628087
2016-02-22,0.0087463429578873,AAPL,0.4882191088499741
2016-02-23,-0.0226053604695405,AAPL,0.4191013073822377
2016-02-24,0.0148906534879917,AAPL,0.7213091800674135
2016-02-25,0.0068678805323321,AAPL,0.8703466793283088
2016-02-26,0.0015502469268038,AAPL,0.2560712410393519
2016-02-29,-0.0022701588540132,AAPL,0.2777177299705947
2016-03-01,0.0397144974149916,AAPL,0.6661148305327231
2016-03-02,0.0021888295458794,AAPL,0.0926692268924659
2016-03-03,0.0074440933549877,AAPL,0.320443649812586
2016-03-04,0.0148767330089922,AAPL,0.7453027087162701
2016-03-07,-0.0110668288180046,AAPL,0.097744103887253
2016-03-08,-0.0082457901832154,AAPL,0.618056612550318
2016-03-09,0.0008906363173619,AAPL,0.067306641389479
2016-03-10,0.00049446822484,AAPL,0.4104530911724218
2016-03-11,0.0107739638269255,AAPL,0.7623006758832167
2016-03-14,0.0025426032409825,AAPL,0.013735320997232
2016-03-15,0.0200937595362422,AAPL,0.3533415378507862
2016-03-16,0.0132912317511055,AAPL,0.5096406124988334
2016-03-17,-0.0016043898689537,AAPL,0.0066870771514957
2016-03-18,0.0011342138529271,AAPL,0.1741324476482789
2016-03-21,-9.42062297868418e-05,AAPL,0.7534716209730875
2016-03-22,0.0076478122183691,AAPL,0.312234348175972
2016-03-23,-0.0055285234820231,AAPL,0.8677708254829258
2016-03-24,-0.0043343139574799,AAPL,0.5735877722211821
2016-03-28,-0.0045421195891524,AAPL,0.2773494179695203
2016-03-29,0.0236713903746299,AAPL,0.0667643894704564
2016-03-30,0.0174590568161261,AAPL,0.2045231454823457
2016-03-31,-0.0052026012011053,AAPL,0.1285958511433158
2016-04-01,0.0091748822336874,AAPL,0.8071767356499882
2016-04-04,0.0102740347399248,AAPL,0.3214192056486111
2016-04-05,-0.0117892313535253,AAPL,0.9758043051411562
2016-04-06,0.0104725354996091,AAPL,0.7851413192519969
2016-04-07,-0.0218097678185108,AAPL,0.4800412213901898
2016-04-08,0.0011058134623866,AAPL,0.0296634606391897
2016-04-11,0.0033128499453376,AAPL,0.688162430743282
2016-04-12,0.0130253590318887,AAPL,0.5746531537794021
2016-04-13,0.0144874564864949,AAPL,0.3270574773189085
2016-04-14,0.0005355596328735,AAPL,0.9732029291028184
2016-04-15,-0.0200714644757076,AAPL,0.0297579351660665
2016-04-18,-0.0215747479857139,AAPL,0.8017012584177193
2016-04-19,-0.0053032063115455,AAPL,0.0990705906839288
2016-04-20,0.0020575799239681,AAPL,0.3476449840299921
2016-04-21,-0.0108278196804612,AAPL,0.0127286738942566
2016-04-22,-0.0027367840006659,AAPL,0.5453750868171791
2016-04-25,-0.0056775087737366,AAPL,0.1511523387349641
